author,content,rating,date
Sgt Luke,"Sometimes I use it. I do have a question about the app though: Why does it have to be a system app? I'm editing this to add something. For some reason, when you have the option for auto update off, it will still perform an auto update. It even auto updates when you're on Wi-Fi as I've seen it try to update, but won't as it says waiting for Wi-Fi in order to update. Even removing all updates it will inevitably update without your permission.",4.0,2024-11-21T22:52:48Z
Richard Beck-Boudreaux,"Facebook has become unrecognizable from what it once was. I login today and 9 out of every 10 posts are ads (recommendations for pages I'm not following and random video reels are considered ads). I find it incredibly difficult to tailor my experience to actually seeing posts from friends, or anything I'm actually interested in. it's like the Internet in the 90's without ad blockers. this is just really such a terrible awful social network that does not function as a social network anymore.",1.0,2024-11-06T14:51:50Z
Evan Prowse,"The app is specifically designed to put you through doomscroll hell. In the past, when you wanted to watch reels, you had the option, then they started making you opt out of the automatic scrolling per video to stay on the one you selected. NOW, YOU CANT EVEN HIT CANCEL, WHEN YOU DO, IT JUST PAUSES THE VIDEO, AND THAT DOESNT EVEN WORK SOMETIMES. THIS IS WHY WE MILLENIALS ARE **ABANDONING** OUR META ACCOUNTS!!!",1.0,2024-11-02T14:27:02Z
Steve Mack,"They keep breaking features. As of the Oct. 2 l, 2024 update I can't search for friends anymore. The search works but when I click on a result or the right arrow beside it nothing at all happens. And the increasing deluge of ads makes me reluctant to open the app to begin with. The idea of staying connected is great but the reality is falling far short.",3.0,2024-10-08T00:09:37Z
Benjamin Valumour,"It blows up my phone with notifications and I DON'T EVEN USE IT. The only reason I had it was for Messages and Messages doesn't even open on my phone for whatever reason. I've tried turning off the notifications, disabling the app and uninstalling it. The craziest thing ever is that it somehow reinstalled itself? And now I can't Uninstall it AT ALL!! It gives me so much grief when I need to have my phone notifications on for work by notifying me every half hour, this is absolutely ridiculous.",1.0,2024-12-21T19:10:39Z
New York,"10/3/24: Great update! Negative 17 stars. 75% advertising posts instead of my friends. A lot of times, clicking on stuff doesn't work, so I have to close the app and reopen it. And now it's showing that the app is using way too much storage on my device, which shows a problem to my device's health!! Certain words gets your page flagged but meanwhile I regularly see sexual explicit videos, pics and ads throughout the site. And yall want me to make a thread account... I THINK NOT",1.0,2024-10-03T08:30:43Z
Shariah Montelongo,"It's slow loading, always randomly closing articles and the app itself, way too many permissions, takes up too much space, crashes when I'm not even using it, and the video buffering is horrendous. The app also post blocking for no reason is absurd and discrimantory. Let's not forget actual PORN being forced on you in the reels as ADS. Why did I see a woman spreading her lips after watching a travel video??? Please fix it.",1.0,2024-10-12T15:29:47Z
Destiny,"I cannot scroll through my memories without the entire thing completely loading sometimes. It doesn't do it right away, but it starts. It also starts freezing very badly, something it didn't do before. And the newsfeed refreshes randomly when I click away from it. Now it completely goes back out of memories if I try to check memory post comments. I am deleting this horrible app, I am tired of it.",1.0,2024-09-29T00:07:53Z
Garrett Seelinger,"Truly a horrendous app. I can't believe how much worse it has gotten over the years. General functionality is on a steady decline. The notifications inexplicably don't load much of the time. Sub-comments are often shown as responding to the wrong comment. No way to customize or disable intrusive features. If you select a push notification it almost never navigates you to the relevant place. If you download an app because of an ad, it will auto-launch the app. Using Pixel6a btw",1.0,2024-09-13T19:26:54Z
Wolf Priest (Anarxur),"Looks good. Works well. Uninstalled because the app forces me to use an internal browser. This means that for YouTube links I have to tap into the FB browser, tap a menu and select open in external browser (Chrome), and then do this a third time to actually get it the YouTube link to open in YouTube. Now I just run FB right in Chrome and one tap opens links where I want them to, not where an app tells me I have to.",1.0,2024-10-12T17:42:45Z
